ticket,symbol,tf,side,openTime,closeTime,open,close,sl,tp,lots,profit,spread,reason,exit
10013,USDJPY,H1,BUY,2025-02-03T08:00,2025-02-03T12:00,155.898,155.319,155.319,156.825,0.1,-75.0,0.013,TREND confluence BUY,SL
10014,USDJPY,H1,SELL,2025-02-03T12:00,2025-02-04T09:00,155.485,154.575,156.054,154.575,0.1,119.95,0.015,TREND confluence SELL,TP
10015,USDJPY,H1,SELL,2025-02-04T10:00,2025-02-05T10:00,154.653,153.658,155.275,153.658,0.1,119.97,0.018,TREND confluence SELL,TP
10016,USDJPY,H1,SELL,2025-02-05T10:00,2025-02-06T08:00,153.594,154.184,154.184,152.65,0.1,-75.0,0.015,TREND confluence SELL,SL
10017,USDJPY,H1,SELL,2025-02-06T17:00,2025-02-07T13:00,154.075,153.463,154.458,153.463,0.1,119.84,0.014,TREND confluence SELL,TP
10018,USDJPY,H1,SELL,2025-02-07T13:00,2025-02-11T12:00,153.516,152.866,153.922,152.866,0.1,120.07,0.016,TREND confluence SELL,TP
10019,USDJPY,H1,SELL,2025-02-11T19:00,2025-02-12T10:00,152.313,152.799,152.799,151.535,0.1,-75.0,0.017,TREND confluence SELL,SL
10020,USDJPY,H1,SELL,2025-02-12T10:00,2025-02-12T18:00,152.784,153.473,153.473,151.682,0.1,-75.0,0.02,TREND confluence SELL,SL
10021,USDJPY,H1,SELL,2025-02-12T20:00,2025-02-13T07:00,153.088,152.097,153.707,152.097,0.1,120.07,0.015,TREND confluence SELL,TP
10022,USDJPY,H1,SELL,2025-02-13T07:00,2025-02-14T14:00,152.181,152.847,152.847,151.116,0.1,-75.0,0.014,TREND confluence SELL,SL
10000,XAUUSD,H1,BUY,2025-01-16T18:00,2025-01-17T06:00,2375.93,2404.51,2358.06,2404.51,0.1,119.89,0.38,TREND confluence BUY,TP
10001,XAUUSD,H1,BUY,2025-01-17T13:00,2025-01-20T00:00,2410.69,2438.48,2393.32,2438.48,0.1,119.95,0.29,TREND confluence BUY,TP
10002,XAUUSD,H1,BUY,2025-01-20T01:00,2025-01-21T13:00,2431.85,2411.08,2411.08,2465.08,0.1,-75.04,0.27,TREND confluence BUY,SL
10003,XAUUSD,H1,BUY,2025-01-21T14:00,2025-01-22T11:00,2418.39,2447.19,2400.39,2447.19,0.1,119.96,0.3,TREND confluence BUY,TP
10004,XAUUSD,H1,BUY,2025-01-22T13:00,2025-01-22T20:00,2448.57,2431.1,2431.1,2476.52,0.1,-75.05,0.35,TREND confluence BUY,SL
10005,XAUUSD,H1,BUY,2025-01-22T20:00,2025-01-22T22:00,2431.48,2412.3,2412.3,2462.17,0.1,-75.07,0.44,TREND confluence BUY,SL
10006,XAUUSD,H1,BUY,2025-01-22T23:00,2025-01-23T09:00,2429.21,2465.2,2406.72,2465.2,0.1,119.97,0.31,TREND confluence BUY,TP
10007,XAUUSD,H1,BUY,2025-01-23T11:00,2025-01-24T05:00,2463.41,2438.34,2438.34,2503.52,0.1,-75.05,0.36,TREND confluence BUY,SL
10008,XAUUSD,H1,BUY,2025-01-24T05:00,2025-01-24T21:00,2438.38,2479.7,2412.56,2479.7,0.1,119.97,0.37,TREND confluence BUY,TP
10009,XAUUSD,H1,BUY,2025-01-24T21:00,2025-01-28T06:00,2474.99,2519.97,2446.88,2519.97,0.1,119.96,0.33,TREND confluence BUY,TP
10010,XAUUSD,H1,BUY,2025-01-28T09:00,2025-01-29T10:00,2517.82,2498.07,2498.07,2549.42,0.1,-75.06,0.42,TREND confluence BUY,SL
10011,XAUUSD,H1,BUY,2025-01-30T06:00,2025-01-30T14:00,2519.23,2548.71,2500.8,2548.71,0.1,119.93,0.28,TREND confluence BUY,TP
10012,XAUUSD,H1,BUY,2025-01-30T17:00,2025-01-31T02:00,2540.6,2520.33,2520.33,2573.03,0.1,-75.04,0.27,TREND confluence BUY,SL
10013,XAUUSD,H1,BUY,2025-01-31T06:00,2025-01-31T13:00,2521.08,2503.16,2503.16,2549.76,0.1,-75.06,0.41,TREND confluence BUY,SL
10014,XAUUSD,H1,BUY,2025-02-03T16:00,2025-02-04T05:00,2545.58,2521.87,2521.87,2583.52,0.1,-75.04,0.26,TREND confluence BUY,SL
10015,XAUUSD,H1,BUY,2025-02-04T05:00,2025-02-05T20:00,2528.71,2501.24,2501.24,2572.66,0.1,-75.04,0.26,TREND confluence BUY,SL
10016,XAUUSD,H1,SELL,2025-02-05T20:00,2025-02-06T14:00,2505.03,2526.64,2526.64,2470.45,0.1,-75.04,0.27,TREND confluence SELL,SL
10017,XAUUSD,H1,BUY,2025-02-06T21:00,2025-02-07T03:00,2530.55,2513.16,2513.16,2558.37,0.1,-75.04,0.26,TREND confluence BUY,SL
10018,XAUUSD,H1,SELL,2025-02-07T03:00,2025-02-07T12:00,2506.83,2525.59,2525.59,2476.81,0.1,-75.06,0.43,TREND confluence SELL,SL
10019,XAUUSD,H1,BUY,2025-02-07T17:00,2025-02-11T18:00,2525.52,2555.13,2507.01,2555.13,0.1,119.92,0.35,TREND confluence BUY,TP
10020,XAUUSD,H1,BUY,2025-02-11T18:00,2025-02-12T02:00,2551.36,2529.85,2529.85,2585.78,0.1,-75.06,0.37,TREND confluence BUY,SL
10021,XAUUSD,H1,BUY,2025-02-12T02:00,2025-02-12T09:00,2537.88,2513.78,2513.78,2576.44,0.1,-75.04,0.29,TREND confluence BUY,SL
10022,XAUUSD,H1,SELL,2025-02-12T09:00,2025-02-13T20:00,2513.06,2538.27,2538.27,2472.73,0.1,-75.05,0.34,TREND confluence SELL,SL
10000,BTCUSDT,H1,SELL,2025-01-14T20:00,2025-01-15T08:00,61613.56,58106.04,63805.76,58106.04,0.1,78.21,11.96,TREND confluence SELL,TP
10001,BTCUSDT,H1,SELL,2025-01-15T20:00,2025-01-18T09:00,56600.75,53458.16,58564.87,53458.16,0.1,78.47,10.19,TREND confluence SELL,TP
10002,BTCUSDT,H1,SELL,2025-01-18T09:00,2025-01-20T10:00,53749.84,51676.69,55045.56,51676.69,0.1,78.28,11.47,TREND confluence SELL,TP
10003,BTCUSDT,H1,SELL,2025-01-20T11:00,2025-01-20T23:00,51889.16,49739.19,53232.89,49739.19,0.1,78.23,11.81,TREND confluence SELL,TP
10004,BTCUSDT,H1,SELL,2025-01-21T04:00,2025-01-23T09:00,50378.51,51680.76,51680.76,48294.92,0.1,-51.91,12.73,TREND confluence SELL,SL
10005,BTCUSDT,H1,BUY,2025-01-23T20:00,2025-01-24T03:00,54053.39,52216.55,52216.55,56992.33,0.1,-51.6,10.65,TREND confluence BUY,SL
10006,BTCUSDT,H1,BUY,2025-01-24T09:00,2025-01-24T19:00,53678.09,51833.07,51833.07,56630.12,0.1,-51.54,10.26,TREND confluence BUY,SL
10007,BTCUSDT,H1,SELL,2025-01-25T07:00,2025-01-26T09:00,50781.2,52800.12,52800.12,47550.93,0.1,-51.81,12.1,TREND confluence SELL,SL
10008,BTCUSDT,H1,BUY,2025-01-26T10:00,2025-01-26T16:00,53315.0,51713.11,51713.11,55878.02,0.1,-52.24,14.91,TREND confluence BUY,SL
10009,BTCUSDT,H1,SELL,2025-01-26T20:00,2025-01-27T18:00,51916.02,49802.06,53237.24,49802.06,0.1,77.91,13.94,TREND confluence SELL,TP
10010,BTCUSDT,H1,SELL,2025-01-27T22:00,2025-01-31T10:00,49787.09,47669.14,51110.81,47669.14,0.1,78.44,10.43,TREND confluence SELL,TP
10011,BTCUSDT,H1,SELL,2025-01-31T10:00,2025-01-31T19:00,48105.55,49236.53,49236.53,46295.99,0.1,-51.48,9.85,TREND confluence SELL,SL
10012,BTCUSDT,H1,SELL,2025-01-31T20:00,2025-02-01T07:00,48816.5,49996.32,49996.32,46928.79,0.1,-52.03,13.51,TREND confluence SELL,SL
10013,BTCUSDT,H1,BUY,2025-02-01T17:00,2025-02-01T20:00,50283.57,49102.8,49102.8,52172.81,0.1,-51.54,10.26,TREND confluence BUY,SL
10014,BTCUSDT,H1,SELL,2025-02-02T15:00,2025-02-03T02:00,45517.21,47258.88,47258.88,42730.55,0.1,-51.54,10.27,TREND confluence SELL,SL
10015,BTCUSDT,H1,SELL,2025-02-03T02:00,2025-02-03T11:00,47109.18,49098.51,49098.51,43926.26,0.1,-51.63,10.89,TREND confluence SELL,SL
10016,BTCUSDT,H1,SELL,2025-02-03T12:00,2025-02-06T02:00,48052.18,50226.85,50226.85,44572.71,0.1,-51.93,12.87,TREND confluence SELL,SL
10017,BTCUSDT,H1,BUY,2025-02-06T02:00,2025-02-06T14:00,50007.11,48565.54,48565.54,52313.62,0.1,-51.49,9.91,TREND confluence BUY,SL
10018,BTCUSDT,H1,BUY,2025-02-06T15:00,2025-02-07T18:00,48794.62,47579.99,47579.99,50738.03,0.1,-51.89,12.57,TREND confluence BUY,SL
10019,BTCUSDT,H1,SELL,2025-02-07T18:00,2025-02-08T03:00,47683.04,48918.33,48918.33,45706.57,0.1,-51.9,12.69,TREND confluence SELL,SL
10020,BTCUSDT,H1,SELL,2025-02-08T04:00,2025-02-09T03:00,48377.27,46543.96,49523.09,46543.96,0.1,78.41,10.57,TREND confluence SELL,TP
10021,BTCUSDT,H1,SELL,2025-02-09T03:00,2025-02-11T16:00,46755.07,45007.29,47847.43,45007.29,0.1,78.35,11.03,TREND confluence SELL,TP
10022,BTCUSDT,H1,SELL,2025-02-11T16:00,2025-02-11T22:00,45745.02,43896.99,46900.04,43896.99,0.1,78.3,11.35,TREND confluence SELL,TP
10023,BTCUSDT,H1,SELL,2025-02-12T15:00,2025-02-14T16:00,41483.55,38863.88,43120.85,38863.88,0.1,78.02,13.23,TREND confluence SELL,TP
10000,ETHUSDT,H1,BUY,2025-01-14T18:00,2025-01-15T13:00,3251.9,3470.72,3115.14,3470.72,0.1,79.74,1.74,TREND confluence BUY,TP
10001,ETHUSDT,H1,BUY,2025-01-15T13:00,2025-01-21T07:00,3458.16,3717.55,3296.04,3717.55,0.1,79.66,2.23,TREND confluence BUY,TP
10002,ETHUSDT,H1,BUY,2025-01-21T08:00,2025-01-21T17:00,3676.91,3821.1,3586.79,3821.1,0.1,79.66,2.29,TREND confluence BUY,TP
10003,ETHUSDT,H1,BUY,2025-01-22T04:00,2025-01-23T12:00,3867.96,3756.25,3756.25,4046.69,0.1,-50.25,1.69,TREND confluence BUY,SL
10004,ETHUSDT,H1,SELL,2025-01-23T23:00,2025-01-24T04:00,3599.69,3733.98,3733.98,3384.83,0.1,-50.3,1.99,TREND confluence SELL,SL
10005,ETHUSDT,H1,BUY,2025-01-26T09:00,2025-01-27T03:00,3751.16,3631.07,3631.07,3943.31,0.1,-50.34,2.28,TREND confluence BUY,SL
10006,ETHUSDT,H1,SELL,2025-01-27T03:00,2025-01-27T22:00,3626.25,3707.38,3707.38,3496.43,0.1,-50.31,2.09,TREND confluence SELL,SL
10007,ETHUSDT,H1,BUY,2025-01-28T01:00,2025-01-28T19:00,3730.37,3895.35,3627.26,3895.35,0.1,79.62,2.57,TREND confluence BUY,TP
10008,ETHUSDT,H1,BUY,2025-01-28T21:00,2025-01-30T01:00,3876.12,3771.36,3771.36,4043.73,0.1,-50.25,1.68,TREND confluence BUY,SL
10009,ETHUSDT,H1,BUY,2025-01-30T06:00,2025-01-30T16:00,3826.83,3717.37,3717.37,4001.97,0.1,-50.38,2.54,TREND confluence BUY,SL
10010,ETHUSDT,H1,SELL,2025-01-30T16:00,2025-01-31T05:00,3733.19,3843.26,3843.26,3557.07,0.1,-50.3,2.02,TREND confluence SELL,SL
10011,ETHUSDT,H1,BUY,2025-01-31T16:00,2025-02-01T14:00,3940.39,3839.0,3839.0,4102.62,0.1,-50.25,1.67,TREND confluence BUY,SL
10012,ETHUSDT,H1,SELL,2025-02-01T22:00,2025-02-02T20:00,3804.88,3918.92,3918.92,3622.42,0.1,-50.31,2.05,TREND confluence SELL,SL
10013,ETHUSDT,H1,BUY,2025-02-02T21:00,2025-02-03T19:00,3907.96,4128.85,3769.9,4128.85,0.1,79.65,2.32,TREND confluence BUY,TP
10014,ETHUSDT,H1,BUY,2025-02-03T19:00,2025-02-05T11:00,4052.53,4295.33,3900.78,4295.33,0.1,79.7,1.98,TREND confluence BUY,TP
10015,ETHUSDT,H1,BUY,2025-02-05T11:00,2025-02-06T01:00,4288.21,4142.43,4142.43,4521.45,0.1,-50.29,1.91,TREND confluence BUY,SL
10016,ETHUSDT,H1,SELL,2025-02-07T20:00,2025-02-08T18:00,3993.59,3805.9,4110.9,3805.9,0.1,79.69,2.02,TREND confluence SELL,TP
10017,ETHUSDT,H1,SELL,2025-02-08T18:00,2025-02-09T10:00,3848.84,3968.02,3968.02,3658.15,0.1,-50.3,1.97,TREND confluence SELL,SL
10018,ETHUSDT,H1,SELL,2025-02-09T11:00,2025-02-09T20:00,3948.26,4054.22,4054.22,3778.72,0.1,-50.29,1.95,TREND confluence SELL,SL
10019,ETHUSDT,H1,BUY,2025-02-09T22:00,2025-02-11T08:00,4020.14,4180.32,3920.02,4180.32,0.1,79.68,2.08,TREND confluence BUY,TP
10020,ETHUSDT,H1,BUY,2025-02-11T08:00,2025-02-11T17:00,4145.04,4028.18,4028.18,4332.02,0.1,-50.29,1.93,TREND confluence BUY,SL
10021,ETHUSDT,H1,BUY,2025-02-11T18:00,2025-02-12T11:00,4064.36,4241.67,3953.54,4241.67,0.1,79.61,2.6,TREND confluence BUY,TP
10022,ETHUSDT,H1,BUY,2025-02-12T11:00,2025-02-12T14:00,4253.0,4099.83,4099.83,4498.08,0.1,-50.27,1.79,TREND confluence BUY,SL
10023,ETHUSDT,H1,BUY,2025-02-12T14:00,2025-02-13T17:00,4106.74,4362.47,3946.91,4362.47,0.1,79.75,1.69,TREND confluence BUY,TP
10024,ETHUSDT,H1,BUY,2025-02-13T17:00,2025-02-13T23:00,4294.27,4143.77,4143.77,4535.06,0.1,-50.37,2.44,TREND confluence BUY,SL
10000,SOLUSDT,H4,BUY,2025-02-10T00:00,2025-02-13T12:00,168.551,159.865,159.865,182.449,0.1,-50.01,0.077,TREND confluence BUY,SL
10001,SOLUSDT,H4,SELL,2025-02-13T16:00,2025-02-14T08:00,159.871,168.631,168.631,145.855,0.1,-50.01,0.076,TREND confluence SELL,SL
10002,SOLUSDT,H4,BUY,2025-02-14T16:00,2025-02-20T04:00,167.696,159.487,159.487,180.83,0.1,-50.01,0.086,TREND confluence BUY,SL
10003,SOLUSDT,H4,SELL,2025-02-20T04:00,2025-02-28T04:00,160.688,149.731,167.536,149.731,0.1,79.99,0.079,TREND confluence SELL,TP
10004,SOLUSDT,H4,SELL,2025-02-28T08:00,2025-03-03T16:00,150.813,142.754,155.85,142.754,0.1,79.99,0.078,TREND confluence SELL,TP
10005,SOLUSDT,H4,SELL,2025-03-04T16:00,2025-03-05T16:00,142.838,148.937,148.937,133.08,0.1,-50.01,0.093,TREND confluence SELL,SL
10006,SOLUSDT,H4,SELL,2025-03-05T16:00,2025-03-11T08:00,147.508,153.472,153.472,137.965,0.1,-50.01,0.094,TREND confluence SELL,SL
10007,SOLUSDT,H4,BUY,2025-03-12T12:00,2025-03-14T16:00,155.243,150.022,150.022,163.596,0.1,-50.01,0.086,TREND confluence BUY,SL
10008,SOLUSDT,H4,BUY,2025-03-15T00:00,2025-03-18T16:00,155.112,165.955,148.335,165.955,0.1,79.99,0.085,TREND confluence BUY,TP
10009,SOLUSDT,H4,BUY,2025-03-18T16:00,2025-03-20T04:00,160.269,151.741,151.741,173.913,0.1,-50.01,0.094,TREND confluence BUY,SL
10010,SOLUSDT,H4,BUY,2025-03-20T12:00,2025-03-30T00:00,156.196,146.575,146.575,171.589,0.1,-50.01,0.079,TREND confluence BUY,SL
10011,SOLUSDT,H4,SELL,2025-03-30T08:00,2025-04-14T16:00,148.219,137.6,154.856,137.6,0.1,79.98,0.107,TREND confluence SELL,TP
10012,SOLUSDT,H4,SELL,2025-04-14T16:00,2025-04-19T12:00,138.578,143.961,143.961,129.965,0.1,-50.01,0.099,TREND confluence SELL,SL
10013,SOLUSDT,H4,BUY,2025-04-24T00:00,2025-04-27T00:00,163.65,155.725,155.725,176.33,0.1,-50.01,0.072,TREND confluence BUY,SL
10014,SOLUSDT,H4,BUY,2025-04-27T00:00,2025-04-30T16:00,160.295,150.921,150.921,175.293,0.1,-50.01,0.091,TREND confluence BUY,SL
10015,SOLUSDT,H4,SELL,2025-05-01T08:00,2025-05-02T20:00,149.89,158.594,158.594,135.964,0.1,-50.01,0.081,TREND confluence SELL,SL
10016,SOLUSDT,H4,BUY,2025-05-04T12:00,2025-05-06T16:00,161.369,153.309,153.309,174.265,0.1,-50.01,0.074,TREND confluence BUY,SL
10017,SOLUSDT,H4,SELL,2025-05-06T16:00,2025-05-21T00:00,152.494,159.674,159.674,141.006,0.1,-50.01,0.082,TREND confluence SELL,SL
10018,SOLUSDT,H4,BUY,2025-05-21T00:00,2025-05-26T04:00,160.148,168.528,154.91,168.528,0.1,79.98,0.09,TREND confluence BUY,TP
10019,SOLUSDT,H4,BUY,2025-05-26T12:00,2025-05-28T04:00,169.344,163.292,163.292,179.027,0.1,-50.02,0.105,TREND confluence BUY,SL
10020,SOLUSDT,H4,SELL,2025-05-31T12:00,2025-06-05T20:00,157.123,148.288,162.645,148.288,0.1,79.98,0.13,TREND confluence SELL,TP
